,phone_num
15164,01041768629
15165,01085976754
15166,01057205126
15167,01045262719
15168,01020967801
15169,01085745094
15170,01054604275
15171,01012705130
15172,01075328365
15173,01043629270
15174,01079636198
15175,01003868092
15176,01048793492
15177,01073109567
15178,01024032486
15179,01042571650
15180,01071531827
15181,01034762519
15182,01026417410
15183,01013604253
15184,01004585163
15185,01039257593
15186,01017521824
15187,01035740426
15188,01015931023
15189,01005710321
15190,01074263702
15191,01019329678
15192,01047382385
15193,01079603594
15194,01049768375
15195,01086576854
15196,01064174125
15197,01023858163
15198,01021461507
15199,01013792978
15200,01026190169
15201,01038579345
15202,01096055219
15203,01035713602
15204,01010865140
15205,01087956087
15206,01032161042
15207,01052893092
15208,01008147904
15209,01095177630
15210,01064928039
15211,01050963168
15212,01032870439
15213,01056243654
15214,01059364306
15215,01040671463
15216,01078454102
15217,01060796243
15218,01068344293
15219,01094754029
15220,01050170126
15221,01034728342
15222,01024355640
15223,01062912315
15224,01001741650
15225,01049267824
15226,01017525823
15227,01039747016
15228,01095814720
15229,01046904651
15230,01005921372
15231,01089711982
15232,01026514736
15233,01087513860
15234,01025471346
15235,01014752548
15236,01089218172
15237,01078105940
15238,01075139846
15239,01052963609
15240,01089755973
15241,01065022059
15242,01046154932
15243,01062793962
15244,01035964936
15245,01084152016
15246,01091073076
15247,01028707286
15248,01019386901
15249,01094519671
15250,01056436231
15251,01074988245
15252,01053673256
15253,01050811025
15254,01040287023
15255,01056095023
15256,01094511986
15257,01082378043
15258,01006784682
15259,01068277032
15260,01050968465
15261,01006978564
15262,01098315807
15263,01013205120
15264,01059120976
15265,01023057098
15266,01040353785
15267,01084976895
15268,01010954165
15269,01052494762
15270,01036094206
15271,01009147304
15272,01019086398
15273,01052467915
15274,01068471872
15275,01027088901
15276,01067014291
15277,01015975903
15278,01024503597
15279,01074892849
15280,01094354159
15281,01087145640
15282,01072304603
15283,01062439752
15284,01007239501
15285,01030296950
15286,01008545983
15287,01089139673
15288,01082397639
15289,01097352701
15290,01093757456
15291,01084974936
15292,01012741076
15293,01098473269
15294,01081074819
15295,01015728041
15296,01008927253
15297,01010924176
15298,01072487805
15299,01023715089
15300,01068393059
15301,01091537380
15302,01030568453
15303,01023748379
15304,01085019046
15305,01067838246
15306,01083907248
15307,01094085219
15308,01023810918
15309,01071891247
15310,01067829041
15311,01070967908
15312,01093503260
15313,01031704708
15314,01029708612
15315,01032549437
15316,01019622150
15317,01089106035
15318,01026040769
15319,01082633149
15320,01038947862
15321,01010793729
15322,01013284013
15323,01020650942
15324,01086152860
15325,01051833872
15326,01047966143
15327,01054962378
15328,01095032810
15329,01093015362
15330,01082942905
15331,01012505324
15332,01046196045
15333,01034673924
15334,01068729875
15335,01004219768
15336,01043986071
15337,01073968716
15338,01045081083
15339,01074157086
15340,01014587084
15341,01054792017
15342,01097258314
15343,01068519385
15344,01076816498
15345,01086136081
15346,01045079468
15347,01039812458
15348,01047307516
15349,01006341368
15350,01016438639
15351,01047124853
15352,01078244561
15353,01007249043
15354,01030281284
15355,01086975326
15356,01048798574
15357,01004187082
15358,01094606913
15359,01058063704
15360,01081261597
15361,01096342635
15362,01002146029
15363,01079012140
15364,01042091689
15365,01091730275
15366,01070584105
15367,01040171509
15368,01036718790
15369,01004982418
15370,01025091370
15371,01087969840
15372,01005183157
15373,01026175428
15374,01080538945
15375,01056172309
15376,01043900569
15377,01080622780
15378,01083525609
15379,01031477495
15380,01062902956
15381,01097164107
15382,01095420618
15383,01075191793
15384,01026909573
15385,01023597639
15386,01089016832
15387,01087290891
15388,01020417593
15389,01029603854
15390,01034093209
15391,01076852604
15392,01035925940
15393,01098521709
15394,01014685930
15395,01063905380
15396,01096248627
15397,01070184720
15398,01020962570
15399,01005741572
15400,01031605096
15401,01086145470
15402,01051496240
15403,01037909064
15404,01013987961
15405,01098150471
15406,01063453542
15407,01010483894
15408,01012765432
15409,01092739521
15410,01089107904
15411,01081651756
15412,01084612319
15413,01084699706
15414,01001548519
15415,01098058214
15416,01082158795
15417,01003865817
15418,01057392306
15419,01078097213
15420,01065742570
15421,01090477439
15422,01065204629
15423,01012096132
15424,01016703976
15425,01013506095
15426,01079213601
15427,01020469085
15428,01039028065
15429,01007324690
15430,01028408540
15431,01048762079
15432,01034903501
15433,01031258670
15434,01085401384
15435,01094233510
15436,01004621302
15437,01086737368
15438,01012984930
15439,01006934791
15440,01087543958
15441,01080744025
15442,01027833278
15443,01040623581
15444,01012890351
15445,01056218362
15446,01084730524
15447,01010797218
15448,01069400628
15449,01059639501
15450,01060819543
15451,01087535483
15452,01030288375
15453,01065942083
15454,01073201907
15455,01083563570
15456,01067988739
15457,01003747542
15458,01095437803
15459,01029683840
15460,01029637429
15461,01050615748
15462,01063055960
15463,01074196590
15464,01073826598
15465,01089610852
15466,01003452315
15467,01079423021
15468,01023144631
15469,01026158264
15470,01080918619
15471,01070397093
15472,01002414371
15473,01082909068
15474,01019680615
15475,01063246978
15476,01073896421
15477,01007932476
15478,01089751769
15479,01015643768
15480,01046859634
15481,01021566514
15482,01032716721
15483,01017849381
15484,01030861530
15485,01023178945
15486,01016300327
15487,01056879047
15488,01082500894
15489,01004737201
15490,01070528391
15491,01064823798
15492,01065313867
15493,01009846914
15494,01030274230
15495,01073029832
15496,01036510284
15497,01030416074
15498,01052380256
15499,01056899207
15500,01038743754
15501,01015461745
15502,01072418509
15503,01092845786
15504,01094626098
15505,01004826402
15506,01030198359
15507,01098154260
15508,01050611846
15509,01029860643
15510,01073043684
15511,01052792506
15512,01056700142
15513,01089539612
15514,01095674371
15515,01016070795
15516,01030652796
15517,01023499671
15518,01041636381
15519,01023950864
15520,01073510914
15521,01029800631
15522,01047837361
15523,01083542815
15524,01036481685
15525,01051382493
15526,01093844572
15527,01082951702
15528,01086911075
15529,01071585418
15530,01093529018
15531,01010491932
15532,01043805712
15533,01067259370
15534,01043094672
15535,01043709610
15536,01010342105
15537,01045739583
15538,01015790874
15539,01067049143
15540,01037403246
15541,01040274980
15542,01086044897
15543,01076234986
15544,01071320217
15545,01043510963
15546,01004918915
15547,01089515018
15548,01050241264
15549,01014603746
15550,01030621287
15551,01017938371
15552,01035797890
15553,01030699157
15554,01052068546
15555,01016487293
15556,01004255120
15557,01003574371
15558,01073907451
15559,01010282167
15560,01092762841
15561,01040629234
15562,01067416985
15563,01084658592
15564,01053970948
15565,01087020194
15566,01013069325
15567,01024081479
15568,01019350789
15569,01064389153
15570,01071605437
15571,01096371706
15572,01068509602
15573,01003543564
15574,01009283148
15575,01079653704
15576,01041625462
15577,01097560518
15578,01096786713
15579,01021780621
15580,01025139372
15581,01059182609
15582,01085464298
15583,01078044739
15584,01046304718
15585,01013271537
15586,01079352756
15587,01008599153
15588,01073253980
15589,01020655826
15590,01067341503
15591,01026599231
15592,01093726784
15593,01043653724
15594,01035689875
15595,01018961835
15596,01052704657
15597,01051879610
15598,01002183972
15599,01075068965
15600,01054082045
15601,01032948794
15602,01083745930
15603,01048066372
15604,01030462967
15605,01050473521
15606,01059260946
15607,01063088563
15608,01071467139
15609,01051946051
15610,01051381238
15611,01075127194
15612,01097361692
15613,01074699608
15614,01036414798
15615,01006852935
15616,01082152657
15617,01007510985
15618,01008599612
15619,01053704129
15620,01051462906
15621,01097825826
15622,01075217504
15623,01093569046
15624,01062803754
15625,01070524086
15626,01073250453
15627,01083169082
15628,01018246185
15629,01012783091
15630,01087938617
15631,01096059250
15632,01072357438
15633,01057241832
15634,01026399765
15635,01036477612
15636,01043783069
15637,01075269023
15638,01080591894
15639,01017405148
15640,01069021284
15641,01026059378
15642,01059760378
15643,01018268915
15644,01065215427
15645,01094386870
15646,01010479627
15647,01078428160
15648,01030853197
15649,01039418214
15650,01026837543
15651,01049162105
15652,01082013185
15653,01026146798
15654,01068520196
15655,01094076120
15656,01003454801
15657,01080157019
15658,01078296938
15659,01057214031
15660,01024606921
15661,01025413402
15662,01079508967
15663,01098627295
15664,01078401729
15665,01091507045
15666,01008958690
15667,01021053856
15668,01001430153
15669,01079163268
15670,01052841327
15671,01047512941
15672,01090788709
15673,01073644892
15674,01034722815
15675,01017324502
15676,01004634538
15677,01053809068
15678,01005814916
15679,01056896375
15680,01058127869
15681,01012042487
15682,01042064689
15683,01085636497
15684,01040813890
15685,01096831427
15686,01081491560
15687,01089725418
15688,01012934359
15689,01026874726
15690,01069313092
15691,01041392859
15692,01090464875
15693,01012466341
15694,01019760257
15695,01029466493
15696,01061951506
15697,01030747682
15698,01062182491
15699,01082533210
15700,01018457956
15701,01091484719
15702,01019402931
15703,01064197209
15704,01082104186
15705,01040269435
15706,01087923897
15707,01048273042
15708,01094366375
15709,01064871630
15710,01097080835
15711,01080132650
15712,01061539123
15713,01002530932
15714,01089071056
15715,01094219154
15716,01079526810
15717,01057603021
15718,01042514659
15719,01084139674
15720,01007948017
15721,01080635103
15722,01007425619
15723,01080342961
15724,01069782394
15725,01054168724
15726,01086205146
15727,01094306159
15728,01071867854
15729,01069312781
15730,01083475109
15731,01020864362
15732,01095742640
15733,01024613628
15734,01085408420
15735,01045784935
15736,01014057643
15737,01005971874
15738,01047938132
15739,01063071940
15740,01056378073
15741,01091828032
15742,01045794058
15743,01076136051
15744,01026359438
15745,01095201806
15746,01092648047
15747,01070391803
15748,01086408019
15749,01036502309
15750,01087649753
15751,01041957532
15752,01071386480
15753,01058317306
15754,01023109267
15755,01051025328
15756,01029547206
15757,01015848753
15758,01078198536
15759,01034895270
15760,01080690275
15761,01071836152
15762,01010253714
15763,01039046208
15764,01021344569
15765,01079259617
15766,01081545427
15767,01054386041
15768,01052713852
15769,01064094628
15770,01092365623
15771,01021967069
15772,01086142135
15773,01081670783
15774,01080573965
15775,01025934079
15776,01093055609
15777,01020487690
15778,01012033920
15779,01017487126
15780,01076286148
15781,01032605609
15782,01023982147
15783,01079483685
15784,01091877461
15785,01082345796
15786,01079869520
15787,01087912513
15788,01047018639
15789,01072105906
15790,01016373167
15791,01065210968
15792,01078346958
15793,01025792789
15794,01068050256
15795,01034982317
15796,01057313195
15797,01021306498
15798,01079547081
15799,01020168014
15800,01004783192
15801,01072831495
15802,01023546159
15803,01039071304
15804,01057697925
15805,01080927316
15806,01016207943
15807,01053126281
15808,01057911234
15809,01080121782
15810,01012081605
15811,01078204569
15812,01032915986
15813,01050418403
15814,01057033650
15815,01032804956
15816,01035600892
15817,01025466092
15818,01039426491
15819,01008317104
15820,01081275017
15821,01089244297
15822,01081363798
15823,01028905679
15824,01046908321
15825,01017397265
15826,01089373456
15827,01037587984
15828,01053849280
15829,01061437821
15830,01043708413
15831,01045938437
15832,01037298197
15833,01028351945
15834,01046184136
15835,01009820578
15836,01050762473
15837,01060478796
15838,01078204218
15839,01078105208
15840,01005496715
15841,01091059370
15842,01021534831
15843,01035245460
15844,01086579085
15845,01001831860
15846,01078022896
15847,01096802034
15848,01046394287
15849,01019343792
15850,01096514583
15851,01065808317
15852,01076516183
15853,01075238509
15854,01037962730
15855,01040132864
15856,01050820472
15857,01028540825
15858,01025408973
15859,01050961924
15860,01042087285
15861,01076255760
15862,01079529580
15863,01014701930
15864,01037125087
15865,01053846589
15866,01065180845
15867,01071028957
15868,01032949081
15869,01053973480
15870,01021872185
15871,01008312760
15872,01008562704
15873,01065494836
15874,01004279735
15875,01083644290
15876,01087655174
15877,01093405106
15878,01084171675
15879,01003150324
15880,01052397109
15881,01002856847
15882,01034068607
15883,01084964920
15884,01095105148
15885,01046258524
15886,01064795268
15887,01080369503
15888,01041685372
15889,01097127183
15890,01027155918
15891,01010275086
15892,01084538135
15893,01025303427
15894,01085435490
15895,01005193901
15896,01049577893
15897,01058135016
15898,01054184586
15899,01030620137
15900,01006357083
15901,01075306938
15902,01009237603
15903,01083428712
15904,01090320625
15905,01030820712
15906,01046188605
15907,01079620175
15908,01083596147
15909,01038602831
15910,01084159017
15911,01064213582
15912,01090379351
15913,01027849103
15914,01016703012
15915,01009263140
15916,01058942139
15917,01048102639
15918,01013086472
15919,01065913645
15920,01096218649
15921,01031841590
15922,01094035079
15923,01050786349
15924,01015746302
15925,01009136973
15926,01072600267
15927,01029470724
15928,01094014396
15929,01045308160
15930,01009736128
15931,01038157582
15932,01015932436
15933,01051978632
15934,01021656985
15935,01072659863
15936,01062493059
15937,01030183817
15938,01002152867
15939,01057231298
15940,01001892376
15941,01026512086
15942,01098718764
15943,01063846594
15944,01093166741
15945,01070948715
15946,01019823807
15947,01042855142
15948,01087405243
15949,01080371534
15950,01015460758
15951,01012078354
15952,01080594682
15953,01035289730
15954,01082059067
15955,01017359574
15956,01072088134
15957,01025600617
15958,01020310917
15959,01058326378
15960,01096151574
15961,01031685427
15962,01090564061
15963,01059703958
15964,01069024125
15965,01049020985
15966,01018958906
15967,01075400735
15968,01071546325
15969,01075803679
15970,01039651084
15971,01013051039
15972,01062135627
15973,01032808075
15974,01009123901
15975,01035067429
15976,01054879584
15977,01015841978
15978,01048213816
15979,01093610395
15980,01029753956
15981,01097282085
15982,01076514207
15983,01028100937
15984,01068170237
15985,01002742493
15986,01003922145
15987,01018700231
15988,01024582894
15989,01087259354
15990,01053803654
15991,01070955862
15992,01015491754
15993,01023984587
15994,01079866427
15995,01043861803
15996,01041536372
15997,01037843241
15998,01029587845
15999,01078246325
16000,01009531743
16001,01080147025
16002,01079269276
16003,01092682401
16004,01095089378
16005,01003288235
16006,01015420591
16007,01069035736
16008,01040216542
16009,01093549674
16010,01038122185
16011,01050277423
16012,01004183978
16013,01050683804
16014,01043704208
16015,01071368621
16016,01096128132
16017,01034917352
16018,01084721073
16019,01089724615
16020,01084619087
16021,01071936871
16022,01026733710
16023,01096237513
16024,01007140479
16025,01047124932
16026,01036893809
16027,01084262507
16028,01005931285
16029,01015937298
16030,01023461623
16031,01051383821
16032,01078027819
16033,01050327496
16034,01016031630
16035,01026484823
16036,01087958415
16037,01060756489
16038,01014283152
16039,01086737054
16040,01059415926
16041,01072181906
16042,01010436508
16043,01057805160
16044,01003652690
16045,01017845604
16046,01097068456
16047,01013672105
16048,01065381532
16049,01054071469
16050,01061249572
16051,01058260382
16052,01029834062
16053,01030841258
16054,01019430697
16055,01019436459
16056,01082742903
16057,01091767520
16058,01065890759
16059,01046272635
16060,01053765290
16061,01001487630
16062,01068901348
16063,01068721850
16064,01081421275
16065,01061731306
16066,01062947053
16067,01072904028
16068,01046803210
16069,01083694081
16070,01093245607
16071,01074826180
16072,01061481297
16073,01025072674
16074,01037243640
16075,01076052468
16076,01064329043
16077,01098579843
16078,01094238453
16079,01030490298
16080,01051675340
16081,01026515638
16082,01061538457
16083,01087944259
16084,01039413604
16085,01029673061
16086,01062981260
16087,01052860463
16088,01050316521
16089,01018623072
16090,01087549821
16091,01050985312
16092,01053479621
16093,01092469714
16094,01086578953
16095,01082465097
16096,01008955198
16097,01032155163
16098,01043967309
16099,01079105627
16100,01036297314
16101,01073089076
16102,01021767916
16103,01014387530
16104,01069585423
16105,01059268912
16106,01032460231
16107,01073245638
16108,01024805631
16109,01020481263
16110,01057412694
16111,01042132901
16112,01083266172
16113,01079483610
16114,01009670517
16115,01096371495
16116,01064525902
16117,01076800756
16118,01070534913
16119,01090511563
16120,01095105798
16121,01013088392
16122,01007383247
16123,01021576204
16124,01047820683
16125,01061471793
16126,01029537305
16127,01093724607
16128,01082459652
16129,01085691284
16130,01061598517
16131,01042915234
16132,01031280379
16133,01097347251
16134,01085931367
16135,01089721620
16136,01012791687
16137,01054092794
16138,01035747106
16139,01097256942
16140,01085377241
16141,01031699237
16142,01038575920
16143,01061375037
16144,01051461578
16145,01024397245
16146,01049826527
16147,01020747310
16148,01008322084
16149,01007596384
16150,01020744085
16151,01047139760
16152,01078401042
16153,01079438073
16154,01075435340
16155,01070657398
16156,01082767460
16157,01026505216
16158,01016483084
16159,01052677341
16160,01075134053
16161,01071841094
16162,01049154526
16163,01019054861
16164,01034678961
16165,01041856018
16166,01090561583
16167,01037019651
16168,01045192134
16169,01029308627
16170,01024969810
16171,01021577358
16172,01019269367
16173,01023040957
16174,01076395619
16175,01093602596
16176,01015935831
16177,01014624293
16178,01029755824
16179,01027591835
16180,01002899487
16181,01080459341
16182,01032486952
16183,01086072835
16184,01094353017
16185,01024587054
16186,01067035762
16187,01057430326
16188,01005736295
16189,01076095468
16190,01097123210
16191,01023151397
16192,01039243129
16193,01039513654
16194,01065789324
16195,01025895460
16196,01047826487
16197,01064275403
16198,01051692904
16199,01059160936
16200,01057287216
16201,01096530684
16202,01042791687
16203,01040936934
16204,01050196870
16205,01093722495
16206,01071394901
16207,01018342693
16208,01067530591
16209,01008210381
16210,01052618609
16211,01047602397
16212,01072898627
16213,01028651049
16214,01003627519
16215,01064253651
16216,01038768432
16217,01043059164
16218,01015082537
16219,01057297348
16220,01068509806
16221,01008490874
16222,01060754365
16223,01001736820
16224,01042602786
16225,01008970193
16226,01017938924
16227,01082144917
16228,01036243859
16229,01067408503
16230,01072500653
16231,01065193621
16232,01005182915
16233,01001399051
16234,01029610314
16235,01043768947
16236,01036981758
16237,01031674852
16238,01081698915
16239,01012800728
16240,01085763276
16241,01073150756
16242,01059171920
16243,01081737504
16244,01060396243
16245,01057280296
16246,01089275168
16247,01012432175
16248,01002481083
16249,01037853125
16250,01083193684
16251,01016346735
16252,01056340937
16253,01085465908
16254,01027311604
16255,01067056745
16256,01042100869
16257,01042782817
16258,01058727986
16259,01049329475
16260,01004652945
16261,01029035372
16262,01005181964
16263,01049215467
16264,01004179367
16265,01095824796
16266,01005799374
16267,01095403621
16268,01078143975
16269,01030819485
16270,01078935197
16271,01027053294
16272,01078907943
16273,01008325036
16274,01002854390
16275,01075262061
16276,01054089480
16277,01093125932
16278,01056399073
16279,01098452849
16280,01043153920
16281,01067026935
16282,01042978517
16283,01029751209
16284,01005797598
16285,01073621624
16286,01034511642
16287,01051692548
16288,01050316459
16289,01053897695
16290,01021381753
16291,01075984253
16292,01007817165
16293,01013981340
16294,01005672714
16295,01020533698
16296,01007893420
16297,01092361635
16298,01015694162
16299,01076430273
16300,01004251407
16301,01061901620
16302,01045633489
16303,01029306502
16304,01015493471
16305,01060744931
16306,01023063716
16307,01079613495
16308,01084315308
16309,01049537315
16310,01032508325
16311,01092411502
16312,01041039071
16313,01026043295
16314,01031951985
16315,01026519678
16316,01090674906
16317,01024577163
16318,01036814817
16319,01013850421
16320,01041301895
16321,01064729754
16322,01052172947
16323,01034098156
16324,01012894681
16325,01068344702
16326,01056215942
16327,01037921892
16328,01093278031
16329,01005743618
16330,01059386972
16331,01054398576
16332,01010521092
16333,01081570267
16334,01027180632
16335,01020611293
16336,01002349127
16337,01078969134
16338,01067250836
16339,01084098965
16340,01042854560
16341,01021073702
16342,01080270235
16343,01010737189
16344,01027942951
16345,01085290679
16346,01028102301
16347,01057327062
16348,01035109573
16349,01057381934
16350,01080560268
16351,01096752916
16352,01015924257
16353,01091063056
16354,01090573507
16355,01087517356
16356,01024305409
16357,01003789204
16358,01097637046
16359,01061491408
16360,01043014961
16361,01042974152
16362,01064299671
16363,01017451903
16364,01047127852
16365,01073055423
16366,01042105240
16367,01057327980
16368,01087658240
16369,01047853421
16370,01051384168
16371,01079856741
16372,01092464681
16373,01036875697
16374,01017283865
16375,01036957348
16376,01048137290
16377,01043181759
16378,01063912603
16379,01067488704
16380,01024019487
16381,01012576753
16382,01043165236
16383,01021682490
16384,01062385029
16385,01037592865
16386,01040730812
16387,01089762456
16388,01058608643
16389,01095087694
16390,01058347261
16391,01060189621
16392,01061527164
16393,01063548964
16394,01095612986
16395,01008312867
16396,01050316954
16397,01029307965
16398,01056793875
16399,01058263049
16400,01050494631
16401,01084397405
16402,01095126870
16403,01006236312
16404,01087969064
16405,01092838245
16406,01085268964
16407,01001731082
16408,01005148923
16409,01006187549
16410,01007653267
16411,01013755471
16412,01056183528
16413,01075487061
16414,01037612918
16415,01008792504
16416,01037822495
16417,01067392539
16418,01081031239
16419,01092482897
16420,01075392394
16421,01006949058
16422,01096539856
16423,01065716942
16424,01047583481
16425,01085714127
16426,01025638796
16427,01091805380
16428,01057315790
16429,01030791560
16430,01050292937
16431,01075409036
16432,01079563425
16433,01046322108
16434,01089135726
16435,01058367410
16436,01052739178
16437,01047802965
16438,01012397561
16439,01034875428
16440,01095072159
16441,01053091036
16442,01080947284
16443,01056284039
16444,01037126072
16445,01007249513
16446,01032690128
16447,01017982493
16448,01058614097
16449,01089079731
16450,01004323125
16451,01083609371
16452,01073426830
16453,01002479326
16454,01008290245
16455,01063474163
16456,01018630276
16457,01070154389
16458,01040383752
16459,01053862794
16460,01074086907
16461,01008341938
16462,01010832304
16463,01097233764
16464,01006798216
16465,01045069570
16466,01007397512
16467,01098608041
16468,01078406205
16469,01080593702
16470,01051707219
16471,01096047261
16472,01083657635
16473,01026710862
16474,01008254298
16475,01002353984
16476,01073840871
16477,01081790231
16478,01063722917
16479,01083256219
16480,01029150945
16481,01006527815
16482,01098065638
16483,01089354135
16484,01080460823
16485,01017800568
16486,01009675487
16487,01005216571
16488,01042757021
16489,01014279586
16490,01079683451
16491,01039281985
16492,01059347534
16493,01002587801
16494,01032488726
16495,01026077623
16496,01043206025
16497,01079341359
16498,01082456845
16499,01028141203
16500,01005720483
16501,01034016085
16502,01059635149
16503,01079135816
16504,01069381370
16505,01089219261
16506,01081348907
16507,01053017315
16508,01005639347
16509,01023975819
16510,01029053890
16511,01064155182
16512,01029515384
16513,01059108470
16514,01061788341
16515,01053165126
16516,01021459451
16517,01039269564
16518,01069815723
16519,01037150879
16520,01090161625
16521,01042562173
16522,01069342643
16523,01051671976
16524,01051298576
16525,01051644016
16526,01079538026
16527,01045911765
16528,01056318123
16529,01059300418
16530,01032102563
16531,01085277862
16532,01007246418
16533,01049258137
16534,01007583851
16535,01027392091
16536,01073067908
16537,01038147813
16538,01059867425
16539,01081678952
16540,01043585198
16541,01051321659
16542,01036408956
16543,01027630982
16544,01027892507
16545,01046380961
16546,01047051075
16547,01020868045
16548,01004312195
16549,01036245032
16550,01037814386
16551,01086934715
16552,01062704781
16553,01029515602
16554,01084678613
16555,01097458165
16556,01021360136
16557,01079825806
16558,01039186481
16559,01002488576
16560,01059675138
16561,01009745623
16562,01075847106
16563,01031989312
16564,01095032104
16565,01085399481
16566,01057185946
16567,01071848047
16568,01001387259
16569,01040627098
16570,01017839214
16571,01031798379
16572,01086941985
16573,01085045391
16574,01076410381
16575,01017451746
16576,01064701468
16577,01052309147
16578,01084178617
16579,01049306047
16580,01026349042
16581,01045293842
16582,01080912085
16583,01035925734
16584,01078503845
16585,01037100327
16586,01002849051
16587,01074626421
16588,01016878341
16589,01031049013
16590,01028644120
16591,01089161972
16592,01045023905
16593,01045198970
16594,01034156429
16595,01028742589
16596,01056349583
16597,01065109801
16598,01087215436
16599,01096128107
16600,01067158172
16601,01094867934
16602,01023905476
16603,01094523016
16604,01040170423
16605,01053622360
16606,01090676187
16607,01036808613
16608,01029043401
16609,01008653682
16610,01081623905
16611,01084108659
16612,01086141296
16613,01056703582
16614,01019721472
16615,01061807439
16616,01037843592
16617,01085690548
16618,01014805468
16619,01083658012
16620,01089475168
16621,01005636490
16622,01063598419
16623,01042718149
16624,01025780187
16625,01032575361
16626,01069457045
16627,01019672540
16628,01074186847
16629,01085476178
16630,01040325261
16631,01051236041
16632,01064207816
16633,01073099142
16634,01015673065
16635,01040979467
16636,01041060813
16637,01094524923
16638,01075893407
16639,01040736978
16640,01092169350
16641,01050699375
16642,01010455387
16643,01021657364
16644,01025199415
16645,01054800736
16646,01070822790
16647,01083271027
16648,01084100198
16649,01024398019
16650,01060329431
16651,01051032806
16652,01070860827
16653,01027606059
16654,01081620452
16655,01053821340
16656,01064782075
16657,01023563215
16658,01093027891
16659,01052788940
16660,01045791582
16661,01073426803
16662,01076239837
16663,01029652863
16664,01013278091
16665,01064275186
16666,01080475704
16667,01049325187
16668,01014305923
16669,01081621437
16670,01010350587
16671,01028065073
16672,01080615016
16673,01041732935
16674,01067346210
16675,01057147193
16676,01037812157
16677,01004968570
16678,01067805910
16679,01001699648
16680,01041935091
16681,01052613519
16682,01092548437
16683,01093151280
16684,01004981870
16685,01093259312
16686,01089216349
16687,01041628241
16688,01089423701
16689,01063714135
16690,01090140873
16691,01048594529
16692,01047631982
16693,01059605982
16694,01095634756
16695,01031865649
16696,01012372935
16697,01021654258
16698,01057264698
16699,01063973690
16700,01061495907
16701,01018935138
16702,01085602931
16703,01079631389
16704,01087432407
16705,01085104013
16706,01048294923
16707,01070231476
16708,01026839245
16709,01023540428
16710,01042982067
16711,01029842345
16712,01005417982
16713,01081549354
16714,01063297356
16715,01065841852
16716,01001490247
16717,01018355204
16718,01062136549
16719,01012768301
16720,01015606902
16721,01031460275
16722,01050371345
16723,01030674591
16724,01068941563
16725,01024716487
16726,01071808345
16727,01023768725
16728,01053046497
16729,01021453625
16730,01091865198
16731,01075428143
16732,01049257658
16733,01041520954
16734,01063413824
16735,01025979147
16736,01074369125
16737,01036105248
16738,01029801089
16739,01047365601
16740,01067931968
16741,01009210436
16742,01056039073
16743,01095846584
16744,01078491506
16745,01037625841
16746,01057460613
16747,01093453972
16748,01005671679
16749,01003963104
16750,01054879845
16751,01021838023
16752,01075966327
16753,01091573960
16754,01083499087
16755,01031057380
16756,01034874763
16757,01092561930
16758,01015030179
16759,01038099521
16760,01042130293
16761,01037018935
16762,01095615714
16763,01049363210
16764,01091343762
16765,01069040518
16766,01008564023
16767,01016037204
16768,01031587826
16769,01062811703
16770,01076298920
16771,01045326359
16772,01094083482
16773,01052893825
16774,01085201976
16775,01020144032
16776,01031024901
16777,01039057639
16778,01057130576
16779,01004787023
16780,01026831509
16781,01013655826
16782,01084962073
16783,01025408563
16784,01006574298
16785,01063492094
16786,01069202184
16787,01085726974
16788,01075611074
16789,01096800472
16790,01003910485
16791,01016480763
16792,01010628376
16793,01043926472
16794,01038291649
16795,01046084071
16796,01049515237
16797,01057320735
16798,01090614152
16799,01027960246
16800,01036019804
16801,01006837056
16802,01045263908
16803,01010746453
16804,01049711749
16805,01059737621
16806,01026391496
16807,01002157396
16808,01082973961
16809,01002689234
16810,01054314589
16811,01030952873
16812,01070457541
16813,01054093279
16814,01079012915
16815,01063706379
16816,01053099752
16817,01085739623
16818,01073805873
16819,01067255731
16820,01031797809
16821,01027106235
16822,01042781859
16823,01078611342
16824,01071248215
16825,01068733967
16826,01069829164
16827,01047868945
16828,01005627184
16829,01067346845
16830,01083965421
16831,01082400986
16832,01097201907
16833,01021602863
16834,01079489136
16835,01061903628
16836,01082400789
16837,01029171907
16838,01042308027
16839,01072180512
16840,01092160296
16841,01037100652
16842,01093729487
16843,01082467064
16844,01098219567
16845,01097202561
16846,01095601324
16847,01028751495
16848,01051276283
16849,01054690743
16850,01073563096
16851,01058932576
16852,01080159630
16853,01056121048
16854,01012801094
16855,01019570361
16856,01040389738
16857,01014066739
16858,01076157965
16859,01060291409
16860,01045712035
16861,01081466975
16862,01006347015
16863,01047893912
16864,01040964839
16865,01026059068
16866,01037508123
16867,01060946237
16868,01035022486
16869,01051805012
16870,01015732467
16871,01095813592
16872,01087493274
16873,01039514012
16874,01075024106
16875,01097025317
16876,01071645479
16877,01061377491
16878,01017649351
16879,01035749638
16880,01074681032
16881,01036596485
16882,01058601259
16883,01008750174
16884,01075939018
16885,01082656785
16886,01028968027
16887,01057960265
16888,01051974162
16889,01079548430
16890,01090167540
16891,01020687256
16892,01061730679
16893,01087247316
16894,01068743425
16895,01013741873
16896,01048970768
16897,01060910459
16898,01057069437
16899,01015803861
16900,01069803805
16901,01047525602
16902,01083401760
16903,01006837025
16904,01065808093
16905,01021734157
16906,01010521249
16907,01030575460
16908,01095019541
16909,01042016723
16910,01095202431
16911,01089127950
16912,01082019273
